,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
11,0385413017,Fumblerules: A Lighthearted Guide to Grammar and Good Usage,William Safire,1990,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385413017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385413017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385413017.01.LZZZZZZZ.jpg,187029.0,0.0
12,0345310497,The Magic Journey,John Nichols,1983,Ballantine Books,http://images.amazon.com/images/P/0345310497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345310497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345310497.01.LZZZZZZZ.jpg,11676.0,6.0
13,0446607177,Riptide,Douglas Preston,1999,Warner Books,http://images.amazon.com/images/P/0446607177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607177.01.LZZZZZZZ.jpg,95316.0,0.0
14,8426109764,Los Cinco En El Paramo Misterioso/the Five Go to Mystery Moor,Enid Blyton,1985,Juventud,http://images.amazon.com/images/P/8426109764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8426109764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8426109764.01.LZZZZZZZ.jpg,103265.0,0.0
15,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg,27812.0,8.0
16,1852428058,Sky Blues,Vicki Hendricks,2002,Serpents Tail,http://images.amazon.com/images/P/1852428058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1852428058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1852428058.01.LZZZZZZZ.jpg,205969.0,0.0
17,0345410076,Shoeless Joe,W. P. Kinsella,1996,Ballantine Books,http://images.amazon.com/images/P/0345410076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345410076.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345410076.01.LZZZZZZZ.jpg,259893.0,0.0
18,0804119708,Over the Edge,Suzanne Brockmann,2001,Ivy Books,http://images.amazon.com/images/P/0804119708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804119708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804119708.01.LZZZZZZZ.jpg,167223.0,0.0
19,0800793110,A Man Called Peter: The Story of Peter Marshall,Catherine Marshall,2002,Chosen Books,http://images.amazon.com/images/P/0800793110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800793110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800793110.01.LZZZZZZZ.jpg,251422.0,0.0
20,0716730359,Galileo's Commandment: An Anthology of Great Science Writing,Edmund Blair Bolles,1997,W.H. Freeman &amp; Company,http://images.amazon.com/images/P/0716730359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0716730359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0716730359.01.LZZZZZZZ.jpg,213350.0,0.0
21,0446892300,Daughters Sout: Wi,Aola,0,Warner Books,http://images.amazon.com/images/P/0446892300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446892300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446892300.01.LZZZZZZZ.jpg,69232.0,0.0
22,0380701405,If I Should Die,M.R. Henderson,1986,Avon Books,http://images.amazon.com/images/P/0380701405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380701405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380701405.01.LZZZZZZZ.jpg,93085.0,0.0
23,0451175123,The Fountainhead,Ayn Rand,1995,New Amer Library,http://images.amazon.com/images/P/0451175123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451175123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451175123.01.LZZZZZZZ.jpg,135149.0,0.0
24,8423972437,"Segunda Antologia Poetica 1898-1918 (Fiction, Poetry and Drama)",Jimenez,0,Espasa-Calpe SA,http://images.amazon.com/images/P/8423972437.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423972437.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423972437.01.LZZZZZZZ.jpg,136905.0,6.0
25,0060972955,"Open Life, An : Joseph Campbell in conversation with Michael Toms",Michael Toms,1990,Perennial,http://images.amazon.com/images/P/0060972955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060972955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060972955.01.LZZZZZZZ.jpg,228998.0,0.0
26,2277226580,Echine,Djian,1995,Editions 84,http://images.amazon.com/images/P/2277226580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277226580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277226580.01.LZZZZZZZ.jpg,51908.0,0.0
27,2867446821,L'adversaire,Emmanuel Carr̬re,2000,P.O.L,http://images.amazon.com/images/P/2867446821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2867446821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2867446821.01.LZZZZZZZ.jpg,8890.0,9.0
28,0515124788,Yesterday and Forever (Time Passages Romance),Vickie Presley,1999,Jove Books,http://images.amazon.com/images/P/0515124788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124788.01.LZZZZZZZ.jpg,153662.0,9.0
29,0451410017,Pressure Points,Larry Brooks,2001,Onyx Books,http://images.amazon.com/images/P/0451410017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410017.01.LZZZZZZZ.jpg,98879.0,5.0
30,0446610100,Wish You Well,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg,11224.0,0.0
31,0877478317,"Lion House Recipes, First Edition",Helen Thackeray,1984,Deseret Book Co,http://images.amazon.com/images/P/0877478317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877478317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877478317.01.LZZZZZZZ.jpg,125519.0,7.0
32,0006385621,Leadership Wisdom from the Monk Who Sold His Ferrari: The 8 Rituals of Visionary Leaders,Robin Sharma,1998,HarperCollins Publishers,http://images.amazon.com/images/P/0006385621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006385621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006385621.01.LZZZZZZZ.jpg,231263.0,0.0
33,8586821071,Coitadinhos e malandr̵es: Flagrantes do fim de feira do Brasil de FHC 1o e 2o,Ricardo Kotscho,1999,Casa Amarela,http://images.amazon.com/images/P/8586821071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8586821071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8586821071.01.LZZZZZZZ.jpg,209608.0,0.0
34,0062502727,Crossing to Avalon: A Woman's Midlife Pilgrimage,Jean Shinoda Bolen,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062502727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502727.01.LZZZZZZZ.jpg,245194.0,4.0
35,0440204291,The Falcon and the Flower,Virginia Henley,1989,Dell,http://images.amazon.com/images/P/0440204291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440204291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440204291.01.LZZZZZZZ.jpg,230522.0,0.0
36,0140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,Penguin USA (Paper),http://images.amazon.com/images/P/0140440224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140440224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140440224.01.LZZZZZZZ.jpg,76626.0,0.0
37,0689839960,The Trouble with Teachers (Angela Anaconda),Barbara Calamari,2001,Simon Spotlight,http://images.amazon.com/images/P/0689839960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689839960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689839960.01.LZZZZZZZ.jpg,240280.0,0.0
38,0679734104,"Idiom's Delight: Fascinating Phrases and Linguistic Eccentricities : Spanish, French, Italian, Latin",Suzanne Brock,1991,Vintage Books USA,http://images.amazon.com/images/P/0679734104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734104.01.LZZZZZZZ.jpg,213350.0,0.0
39,0099245027,The Testament,John Grisham,1999,Trafalgar Square,http://images.amazon.com/images/P/0099245027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099245027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099245027.01.LZZZZZZZ.jpg,144131.0,0.0
40,0373071507,Treasures Lost/Found (Silhoutte Intimate Moments),Nora Roberts,1986,Silhouette,http://images.amazon.com/images/P/0373071507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373071507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373071507.01.LZZZZZZZ.jpg,231210.0,0.0
41,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg,85984.0,8.0
42,0736900535,"A Place to Come Home to (Carlson, Melody. Whispering Pines Series.)",Melody Carlson,1999,Harvest House Publishers,http://images.amazon.com/images/P/0736900535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736900535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736900535.01.LZZZZZZZ.jpg,98741.0,0.0
43,0785276149,Help! I'm Laughing And I Can't Get Up Fall-down Funny Stories To Fill Your Heart And Lift Your Spirit,Liz Curtis Higgs,1998,Nelson Books,http://images.amazon.com/images/P/0785276149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785276149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785276149.01.LZZZZZZZ.jpg,201701.0,5.0
44,055327418X,"Startide Rising (The Uplift Saga, Book 2)",David Brin,1993,Spectra Books,http://images.amazon.com/images/P/055327418X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327418X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327418X.01.LZZZZZZZ.jpg,259286.0,7.0
45,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg,100906.0,0.0
46,0671868322,The SECRET (FEAR STREET SAGA 2) : THE SECRET,R.L. Stine,1993,Simon Pulse,http://images.amazon.com/images/P/0671868322.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868322.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868322.01.LZZZZZZZ.jpg,268330.0,0.0
47,0684827107,The End Of Alice,A.M. Homes,1997,Scribner,http://images.amazon.com/images/P/0684827107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684827107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684827107.01.LZZZZZZZ.jpg,244736.0,0.0
48,0441294677,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1991,ACE Charter,http://images.amazon.com/images/P/0441294677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441294677.01.LZZZZZZZ.jpg,12538.0,0.0
49,1582344647,The Forgotten Island : A Novel,Sasha Troyan,2004,Bloomsbury USA,http://images.amazon.com/images/P/1582344647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582344647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582344647.01.LZZZZZZZ.jpg,31611.0,0.0
50,0590433180,Greenwitch,Susan Cooper,0,Scholastic Inc,http://images.amazon.com/images/P/0590433180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590433180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590433180.01.LZZZZZZZ.jpg,87200.0,8.0
51,0373151381,Under the Mistletoe,Tracy Sinclair,1990,Harlequin Books,http://images.amazon.com/images/P/0373151381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373151381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373151381.01.LZZZZZZZ.jpg,33818.0,0.0
52,006028997X,Rosie's Roses,Pamela Duncan Edwards,2003,Katherine Tegen Books,http://images.amazon.com/images/P/006028997X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006028997X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006028997X.01.LZZZZZZZ.jpg,127429.0,0.0
53,0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0140278826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140278826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140278826.01.LZZZZZZZ.jpg,185123.0,7.0
54,044023672X,Answered Prayers,DANIELLE STEEL,2003,Dell,http://images.amazon.com/images/P/044023672X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023672X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023672X.01.LZZZZZZZ.jpg,179734.0,10.0
55,0374111197,Beowulf : A New Verse Translation,Seamus Heaney,2000,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374111197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374111197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374111197.01.LZZZZZZZ.jpg,267162.0,0.0
56,0373711581,Sanctuary : The Birth Place (Harlequin Superromance),Brenda Novak,2003,Harlequin,http://images.amazon.com/images/P/0373711581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373711581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373711581.01.LZZZZZZZ.jpg,89307.0,9.0
57,0373089937,"One Unbelieveable Man (Silhouette Romance, No 8993)",Pat Montana,1994,Silhouette,http://images.amazon.com/images/P/0373089937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373089937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373089937.01.LZZZZZZZ.jpg,153662.0,9.0
58,0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg,223210.0,9.0
59,1551664526,After The Music,Diana Palmer,1998,Mira,http://images.amazon.com/images/P/1551664526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551664526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551664526.01.LZZZZZZZ.jpg,145619.0,0.0
60,0020195508,ESSENTIAL C.S. LEWIS,C.S. Lewis,1988,Scribner Paper Fiction,http://images.amazon.com/images/P/0020195508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020195508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020195508.01.LZZZZZZZ.jpg,191014.0,10.0
61,033048785X,Petain's Crime: The Full Story of French Collaboration in the Holocaust,Paul Webster,2001,Pan Macmillan,http://images.amazon.com/images/P/033048785X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/033048785X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/033048785X.01.LZZZZZZZ.jpg,251156.0,0.0
62,0156006332,Finbar's Hotel: A Novel,Dermot Bolger,1999,Harvest Books,http://images.amazon.com/images/P/0156006332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156006332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156006332.01.LZZZZZZZ.jpg,273964.0,7.0
63,0812517725,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,http://images.amazon.com/images/P/0812517725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.LZZZZZZZ.jpg,62625.0,0.0
64,3442443482,Der Zirkel.,Dietrich Schwanitz,2000,Goldmann,http://images.amazon.com/images/P/3442443482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442443482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442443482.01.LZZZZZZZ.jpg,61497.0,0.0
65,0441186254,Echoes of Yesterday,Naomi Berger,1984,Ace Books,http://images.amazon.com/images/P/0441186254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441186254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441186254.01.LZZZZZZZ.jpg,213150.0,0.0
66,0380723816,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,1996,HarperTrophy,http://images.amazon.com/images/P/0380723816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380723816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380723816.01.LZZZZZZZ.jpg,244742.0,8.0
67,0821772953,The Morning After,Lisa Jackson,2004,Zebra Books,http://images.amazon.com/images/P/0821772953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821772953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821772953.01.LZZZZZZZ.jpg,507.0,8.0
68,0029200350,Primer on Decision Making : How Decisions Happen,James G. March,1994,Free Press,http://images.amazon.com/images/P/0029200350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0029200350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0029200350.01.LZZZZZZZ.jpg,113983.0,0.0
69,0060919752,Pulling Your Own Strings : Dynamic Techniques for Dealing with Other People and Living Your Life As You Choose,Wayne W. Dyer,1991,Quill,http://images.amazon.com/images/P/0060919752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060919752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060919752.01.LZZZZZZZ.jpg,171118.0,0.0
70,0451159098,Prime Evil: New Stories by the Masters of Modern Horror,Douglas E. Winter,1989,Signet Book,http://images.amazon.com/images/P/0451159098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451159098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451159098.01.LZZZZZZZ.jpg,104059.0,0.0
71,0609601008,"Another City, Not My Own: A Novel in the Form of a Memoir",Dominick Dunne,1997,Random House Inc,http://images.amazon.com/images/P/0609601008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609601008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609601008.01.LZZZZZZZ.jpg,187145.0,0.0
72,0373164734,"One More Valentine (Harlequin American Romance, No. 473)",Anne Stuart,1993,Harlequin,http://images.amazon.com/images/P/0373164734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373164734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373164734.01.LZZZZZZZ.jpg,153662.0,9.0
73,067003066X,Homo Zapiens,Andrew Bromfield,2002,Viking Books,http://images.amazon.com/images/P/067003066X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067003066X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067003066X.01.LZZZZZZZ.jpg,151790.0,0.0
74,0140111816,Fools of Fortune,William Trevor,1994,Penguin Books,http://images.amazon.com/images/P/0140111816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140111816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140111816.01.LZZZZZZZ.jpg,22747.0,4.0
75,0345368959,The Dolphins of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books,http://images.amazon.com/images/P/0345368959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368959.01.LZZZZZZZ.jpg,141710.0,0.0
76,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg,52853.0,0.0
77,0553380230,"The Saints of the Sword (Tyrants and Kings, Bk 3)",John Marco,2001,Spectra Books,http://images.amazon.com/images/P/0553380230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553380230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553380230.01.LZZZZZZZ.jpg,197550.0,0.0
78,039450898X,Jim Fixx's Second Book of Running,James F. Fixx,1980,Random House,http://images.amazon.com/images/P/039450898X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039450898X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039450898X.01.LZZZZZZZ.jpg,110214.0,5.0
79,0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books,http://images.amazon.com/images/P/0452281903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281903.01.LZZZZZZZ.jpg,146081.0,0.0
80,0140144870,Coyotes and Town Dogs: Earth First! and the Environmental Movement,Susan Zakin,1995,Penguin USA,http://images.amazon.com/images/P/0140144870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140144870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140144870.01.LZZZZZZZ.jpg,88797.0,8.0
81,0449911373,"Mrs. Pollifax, Innocent Tourist",Dorothy Gilman,1997,Ballantine Books,http://images.amazon.com/images/P/0449911373.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911373.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911373.01.LZZZZZZZ.jpg,11676.0,0.0
82,0394874994,"Big Bird Says...: A Game to Read and Play (Step-Into-Reading, Step 2)",Sharon Lerner,0,Random House Books for Young Readers,http://images.amazon.com/images/P/0394874994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394874994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394874994.01.LZZZZZZZ.jpg,21252.0,0.0
83,0394589955,Vox,Nicholson Baker,1992,Random House Inc,http://images.amazon.com/images/P/0394589955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394589955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394589955.01.LZZZZZZZ.jpg,197364.0,8.0
84,1573229350,Best Friends,Martha Moody,2002,Riverhead Books,http://images.amazon.com/images/P/1573229350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229350.01.LZZZZZZZ.jpg,10314.0,8.0
85,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg,133689.0,0.0
86,0316090034,The Cat and the Curmudgeon,Cleveland Amory,2002,Back Bay Books,http://images.amazon.com/images/P/0316090034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316090034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316090034.01.LZZZZZZZ.jpg,114988.0,0.0
87,0151685509,The Old Man Who Read Love Stories,Luis Sepulveda,1994,Harcourt,http://images.amazon.com/images/P/0151685509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151685509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151685509.01.LZZZZZZZ.jpg,201290.0,7.0
